Team 1,Team 2,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating
"Movistar Riders
                    
                    0","Evil Geniuses
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,22-39,-17,58.8,53.1%,0.65,Jadan 'HexT' Postma,HexT,32-27,+5,81.8,75.5%,1.15
"Movistar Riders
                    
                    0","Evil Geniuses
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,22-39,-17,58.8,53.1%,0.65,Sanzhar 'neaLaN' Iskhakov,neaLaN,29-31,-2,67.6,69.4%,0.95
"Movistar Riders
                    
                    0","Evil Geniuses
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,22-39,-17,58.8,53.1%,0.65,Tsvetelin 'CeRq' Dimitrov,CeRq,28-32,-4,62.3,69.4%,0.92
"Liquid
                    
                    1","FURIA
                    
                    2",Keith 'NAF' Markovic,NAF,51-43,+8,79.2,69.6%,1.09,,,,,,,
"Liquid
                    
                    1","FURIA
                    
                    2",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,52-56,-4,86.2,63.8%,1.07,,,,,,,
"Liquid
                    
                    1","FURIA
                    
                    2",Jonathan 'EliGE' Jablonowski,EliGE,45-49,-4,67.3,72.5%,0.91,,,,,,,
"Liquid
                    
                    1","FURIA
                    
                    2",Josh 'oSee' Ohm,oSee,37-48,-11,55.8,72.5%,0.88,,,,,,,
"Liquid
                    
                    1","FURIA
                    
                    2",Nick 'nitr0' Cannella,nitr0,33-48,-15,54.3,63.8%,0.76,Kaike 'KSCERATO' Cerato,KSCERATO,63-42,+21,91.5,75.4%,1.36
"Liquid
                    
                    1","FURIA
                    
                    2",Nick 'nitr0' Cannella,nitr0,33-48,-15,54.3,63.8%,0.76,Yuri 'yuurih' Santos,yuurih,48-45,+3,92.3,76.8%,1.23
"Liquid
                    
                    1","FURIA
                    
                    2",Nick 'nitr0' Cannella,nitr0,33-48,-15,54.3,63.8%,0.76,Andrei 'arT' Piovezan,arT,51-49,+2,74.4,76.8%,1.18
"Liquid
                    
                    1","FURIA
                    
                    2",Nick 'nitr0' Cannella,nitr0,33-48,-15,54.3,63.8%,0.76,André 'drop' Abreu,drop,41-43,-2,66.3,66.7%,1.00
"Liquid
                    
                    1","FURIA
                    
                    2",Nick 'nitr0' Cannella,nitr0,33-48,-15,54.3,63.8%,0.76,Rafael 'saffee' Costa,saffee,41-41,0,60.2,68.1%,0.96
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ahmet 'paz' Karahoca,paz,33-36,-3,78.8,66.7%,1.01,,,,,,,
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ismailcan 'XANTARES' Dörtkardeş,XANTARES,30-36,-6,74.3,62.2%,0.92,,,,,,,
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Özgür 'woxic' Eker,woxic,24-35,-11,68.8,64.4%,0.81,,,,,,,
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Engin 'MAJ3R' Küpeli,MAJ3R,24-37,-13,72.6,55.6%,0.77,,,,,,,
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ömer 'imoRR' Karataş,imoRR,20-38,-18,55.6,60.0%,0.63,Vincent 'Brehze' Cayonte,Brehze,44-29,+15,94.0,80.0%,1.41
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ömer 'imoRR' Karataş,imoRR,20-38,-18,55.6,60.0%,0.63,Timothy 'autimatic' Ta,autimatic,39-27,+12,95.8,88.9%,1.41
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ömer 'imoRR' Karataş,imoRR,20-38,-18,55.6,60.0%,0.63,Sanzhar 'neaLaN' Iskhakov,neaLaN,41-26,+15,93.2,82.2%,1.38
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ömer 'imoRR' Karataş,imoRR,20-38,-18,55.6,60.0%,0.63,Jadan 'HexT' Postma,HexT,32-26,+6,71.1,73.3%,1.14
"Eternal Fire
                    
                    0","Evil Geniuses
                    
                    2",Ömer 'imoRR' Karataş,imoRR,20-38,-18,55.6,60.0%,0.63,Tsvetelin 'CeRq' Dimitrov,CeRq,26-24,+2,64.6,68.9%,1.06
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Timofey 'interz' Yakushin,interz,41-15,+26,87.3,95.3%,1.67,,,,,,,
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Dmitry 'sh1ro' Sokolov,sh1ro,43-17,+26,92.7,86.0%,1.65,,,,,,,
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Abay 'HObbit' Khassenov,HObbit,30-25,+5,83.6,83.7%,1.32,,,,,,,
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Vladislav 'nafany' Gorshkov,nafany,28-31,-3,76.9,76.7%,1.21,,,,,,,
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,28-21,+7,71.9,81.4%,1.21,Alejandro 'alex' Masanet,alex,29-31,-2,78.5,72.1%,0.99
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,28-21,+7,71.9,81.4%,1.21,Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,28-35,-7,72.2,62.8%,0.86
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,28-21,+7,71.9,81.4%,1.21,Antonio 'Martinez' Martinez,Martinez,18-35,-17,55.2,53.5%,0.64
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,28-21,+7,71.9,81.4%,1.21,David 'dav1g' Granado Bermudo,dav1g,20-36,-16,58.1,60.5%,0.63
"Cloud9
                    
                    2","Movistar Riders
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,28-21,+7,71.9,81.4%,1.21,Raúl 'DeathZz' Jordán Nieto,DeathZz,13-33,-20,38.2,58.1%,0.48
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,43-33,+10,106.8,76.6%,1.51,,,,,,,
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Jonathan 'EliGE' Jablonowski,EliGE,42-26,+16,93.7,74.5%,1.37,,,,,,,
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Keith 'NAF' Markovic,NAF,38-24,+14,92.9,74.5%,1.35,,,,,,,
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Josh 'oSee' Ohm,oSee,33-23,+10,68.8,76.6%,1.20,,,,,,,
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Nick 'nitr0' Cannella,nitr0,25-24,+1,49.2,78.7%,0.96,Jadan 'HexT' Postma,HexT,29-35,-6,76.4,57.4%,0.94
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Nick 'nitr0' Cannella,nitr0,25-24,+1,49.2,78.7%,0.96,Vincent 'Brehze' Cayonte,Brehze,37-39,-2,70.0,66.0%,0.90
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Nick 'nitr0' Cannella,nitr0,25-24,+1,49.2,78.7%,0.96,Tsvetelin 'CeRq' Dimitrov,CeRq,27-38,-11,68.8,63.8%,0.83
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Nick 'nitr0' Cannella,nitr0,25-24,+1,49.2,78.7%,0.96,Sanzhar 'neaLaN' Iskhakov,neaLaN,21-34,-13,61.7,63.8%,0.78
"Liquid
                    
                    2","Evil Geniuses
                    
                    0",Nick 'nitr0' Cannella,nitr0,25-24,+1,49.2,78.7%,0.96,Timothy 'autimatic' Ta,autimatic,16-37,-21,37.8,53.2%,0.50
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Antonio 'Martinez' Martinez,Martinez,41-36,+5,94.1,66.7%,1.17,,,,,,,
"Movistar Riders
                    
                    0","FURIA
                    
                    2",David 'dav1g' Granado Bermudo,dav1g,30-38,-8,62.5,62.5%,0.86,,,,,,,
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Alejandro 'alex' Masanet,alex,24-34,-10,58.2,62.5%,0.79,,,,,,,
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Raúl 'DeathZz' Jordán Nieto,DeathZz,23-36,-13,64.6,52.1%,0.71,,,,,,,
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,18-37,-19,51.2,56.2%,0.61,Kaike 'KSCERATO' Cerato,KSCERATO,52-20,+32,105.3,83.3%,1.73
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,18-37,-19,51.2,56.2%,0.61,Yuri 'yuurih' Santos,yuurih,34-32,+2,82.8,75.0%,1.17
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,18-37,-19,51.2,56.2%,0.61,Rafael 'saffee' Costa,saffee,38-28,+10,82.3,68.8%,1.18
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,18-37,-19,51.2,56.2%,0.61,Andrei 'arT' Piovezan,arT,35-34,+1,85.1,66.7%,1.08
"Movistar Riders
                    
                    0","FURIA
                    
                    2",Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,18-37,-19,51.2,56.2%,0.61,André 'drop' Abreu,drop,22-23,-1,47.1,79.2%,0.97
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Dmitry 'sh1ro' Sokolov,sh1ro,46-33,+13,91.5,80.0%,1.39,,,,,,,
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Abay 'HObbit' Khassenov,HObbit,42-32,+10,80.1,69.1%,1.23,,,,,,,
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,40-41,-1,81.6,65.5%,1.06,,,,,,,
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Vladislav 'nafany' Gorshkov,nafany,32-30,+2,61.3,61.8%,0.94,,,,,,,
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Timofey 'interz' Yakushin,interz,28-32,-4,57.4,70.9%,0.89,Ismailcan 'XANTARES' Dörtkardeş,XANTARES,58-36,+22,122.6,78.2%,1.70
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Timofey 'interz' Yakushin,interz,28-32,-4,57.4,70.9%,0.89,Özgür 'woxic' Eker,woxic,35-37,-2,65.6,60.0%,0.86
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Timofey 'interz' Yakushin,interz,28-32,-4,57.4,70.9%,0.89,Ahmet 'paz' Karahoca,paz,29-36,-7,50.6,58.2%,0.77
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Timofey 'interz' Yakushin,interz,28-32,-4,57.4,70.9%,0.89,Ömer 'imoRR' Karataş,imoRR,27-41,-14,59.3,60.0%,0.72
"Cloud9
                    
                    2","Eternal Fire
                    
                    0",Timofey 'interz' Yakushin,interz,28-32,-4,57.4,70.9%,0.89,Engin 'MAJ3R' Küpeli,MAJ3R,19-39,-20,45.5,61.8%,0.60
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,77-65,+12,100.6,70.5%,1.34,,,,,,,
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Jonathan 'EliGE' Jablonowski,EliGE,73-59,+14,89.5,75.0%,1.21,,,,,,,
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Keith 'NAF' Markovic,NAF,53-54,-1,67.9,76.1%,1.06,,,,,,,
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Josh 'oSee' Ohm,oSee,52-54,-2,55.4,65.9%,0.89,,,,,,,
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Nick 'nitr0' Cannella,nitr0,44-59,-15,54.8,65.9%,0.78,Antonio 'Martinez' Martinez,Martinez,70-57,+13,79.2,71.6%,1.20
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Nick 'nitr0' Cannella,nitr0,44-59,-15,54.8,65.9%,0.78,Alejandro 'alex' Masanet,alex,65-56,+9,82.4,69.3%,1.15
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Nick 'nitr0' Cannella,nitr0,44-59,-15,54.8,65.9%,0.78,Raúl 'DeathZz' Jordán Nieto,DeathZz,62-59,+3,80.7,71.6%,1.11
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Nick 'nitr0' Cannella,nitr0,44-59,-15,54.8,65.9%,0.78,Alejandro 'mopoz' Fernández-Quejo Cano,mopoz,50-63,-13,67.0,56.8%,0.84
"Liquid
                    
                    2","Movistar Riders
                    
                    1",Nick 'nitr0' Cannella,nitr0,44-59,-15,54.8,65.9%,0.78,David 'dav1g' Granado Bermudo,dav1g,42-64,-22,57.2,68.2%,0.78
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ismailcan 'XANTARES' Dörtkardeş,XANTARES,62-54,+8,82.3,73.8%,1.21,,,,,,,
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Engin 'MAJ3R' Küpeli,MAJ3R,60-64,-4,77.3,64.3%,1.01,,,,,,,
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ömer 'imoRR' Karataş,imoRR,55-58,-3,70.2,61.9%,0.98,,,,,,,
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Özgür 'woxic' Eker,woxic,45-54,-9,60.7,73.8%,0.93,,,,,,,
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ahmet 'paz' Karahoca,paz,39-57,-18,59.9,78.6%,0.83,Kaike 'KSCERATO' Cerato,KSCERATO,73-47,+26,89.1,75.0%,1.34
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ahmet 'paz' Karahoca,paz,39-57,-18,59.9,78.6%,0.83,Andrei 'arT' Piovezan,arT,65-59,+6,89.9,69.0%,1.20
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ahmet 'paz' Karahoca,paz,39-57,-18,59.9,78.6%,0.83,Yuri 'yuurih' Santos,yuurih,51-54,-3,77.1,75.0%,1.08
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ahmet 'paz' Karahoca,paz,39-57,-18,59.9,78.6%,0.83,André 'drop' Abreu,drop,55-56,-1,67.7,69.0%,0.96
"Eternal Fire
                    
                    1","FURIA
                    
                    2",Ahmet 'paz' Karahoca,paz,39-57,-18,59.9,78.6%,0.83,Rafael 'saffee' Costa,saffee,40-46,-6,48.3,69.0%,0.88
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Abay 'HObbit' Khassenov,HObbit,46-28,+18,95.9,75.5%,1.47,,,,,,,
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Vladislav 'nafany' Gorshkov,nafany,40-27,+13,88.6,83.7%,1.45,,,,,,,
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Timofey 'interz' Yakushin,interz,37-24,+13,82.1,83.7%,1.33,,,,,,,
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Dmitry 'sh1ro' Sokolov,sh1ro,34-26,+8,81.9,73.5%,1.22,,,,,,,
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,34-30,+4,71.6,79.6%,1.15,Vincent 'Brehze' Cayonte,Brehze,31-39,-8,68.7,65.3%,0.92
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,34-30,+4,71.6,79.6%,1.15,Tsvetelin 'CeRq' Dimitrov,CeRq,25-38,-13,57.3,65.3%,0.79
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,34-30,+4,71.6,79.6%,1.15,Timothy 'autimatic' Ta,autimatic,27-39,-12,67.9,63.3%,0.74
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,34-30,+4,71.6,79.6%,1.15,Sanzhar 'neaLaN' Iskhakov,neaLaN,23-39,-16,63.5,55.1%,0.71
"Cloud9
                    
                    2","Evil Geniuses
                    
                    0",Sergey 'Ax1Le' Rykhtorov,Ax1Le,34-30,+4,71.6,79.6%,1.15,Jadan 'HexT' Postma,HexT,26-39,-13,58.1,55.1%,0.64
"Heroic
                    
                    2","Astralis
                    
                    1",René 'TeSeS' Madsen,TeSeS,66-57,+9,87.5,83.9%,1.30,,,,,,,
"Heroic
                    
                    2","Astralis
                    
                    1",Rasmus 'sjuush' Beck,sjuush,71-57,+14,76.7,75.3%,1.17,,,,,,,
"Heroic
                    
                    2","Astralis
                    
                    1",Casper 'cadiaN' Møller,cadiaN,60-59,+1,65.0,78.5%,1.09,,,,,,,
"Heroic
                    
                    2","Astralis
                    
                    1",Martin 'stavn' Lund,stavn,71-62,+9,81.0,71.0%,1.07,,,,,,,
"Heroic
                    
                    2","Astralis
                    
                    1",Jakob 'jabbi' Nygaard,jabbi,50-57,-7,66.6,62.4%,0.94,Kristian 'k0nfig' Wienecke,k0nfig,70-69,+1,78.0,68.8%,1.11
"Heroic
                    
                    2","Astralis
                    
                    1",Jakob 'jabbi' Nygaard,jabbi,50-57,-7,66.6,62.4%,0.94,Benjamin 'blameF' Bremer,blameF,67-61,+6,83.2,73.1%,1.10
"Heroic
                    
                    2","Astralis
                    
                    1",Jakob 'jabbi' Nygaard,jabbi,50-57,-7,66.6,62.4%,0.94,Asger 'Farlig' Jensen,Farlig,56-64,-8,66.0,62.4%,0.93
"Heroic
                    
                    2","Astralis
                    
                    1",Jakob 'jabbi' Nygaard,jabbi,50-57,-7,66.6,62.4%,0.94,Lukas 'gla1ve' Rossander,gla1ve,55-67,-12,65.4,71.0%,0.90
"Heroic
                    
                    2","Astralis
                    
                    1",Jakob 'jabbi' Nygaard,jabbi,50-57,-7,66.6,62.4%,0.94,Andreas 'Xyp9x' Højsleth,Xyp9x,44-59,-15,56.8,66.7%,0.85
"MOUZ
                    
                    2","HEET
                    
                    1",David 'frozen' Čerňanský,frozen,69-53,+16,84.9,75.0%,1.25,,,,,,,
"MOUZ
                    
                    2","HEET
                    
                    1",Ádám 'torzsi' Torzsás,torzsi,63-51,+12,73.3,71.6%,1.13,,,,,,,
"MOUZ
                    
                    2","HEET
                    
                    1",Dorian 'xertioN' Berman,xertioN,63-57,+6,77.2,65.9%,1.05,,,,,,,
"MOUZ
                    
                    2","HEET
                    
                    1",Jon 'JDC' de Castro,JDC,56-56,0,70.1,68.2%,1.02,,,,,,,
"MOUZ
                    
                    2","HEET
                    
                    1",Christopher 'dexter' Nong,dexter,51-61,-10,65.0,62.5%,0.95,Pierre 'Ex3rcice' Bulinge,Ex3rcice,75-59,+16,91.5,69.3%,1.21
"MOUZ
                    
                    2","HEET
                    
                    1",Christopher 'dexter' Nong,dexter,51-61,-10,65.0,62.5%,0.95,Aurélien 'afro' Drapier,afro,59-61,-2,68.5,64.8%,1.02
"MOUZ
                    
                    2","HEET
                    
                    1",Christopher 'dexter' Nong,dexter,51-61,-10,65.0,62.5%,0.95,Audric 'JACKZ' Jug,JACKZ,50-60,-10,64.9,63.6%,0.89
"MOUZ
                    
                    2","HEET
                    
                    1",Christopher 'dexter' Nong,dexter,51-61,-10,65.0,62.5%,0.95,Alexandre 'bodyy' Pianaro,bodyy,48-61,-13,62.9,59.1%,0.84
"MOUZ
                    
                    2","HEET
                    
                    1",Christopher 'dexter' Nong,dexter,51-61,-10,65.0,62.5%,0.95,Thomas 'Djoko' Pavoni,Djoko,45-64,-19,65.1,64.8%,0.80
"ENCE
                    
                    0","Complexity
                    
                    2",Alvaro 'SunPayus' Garcia,SunPayus,46-38,+8,81.2,71.9%,1.22,,,,,,,
"ENCE
                    
                    0","Complexity
                    
                    2",Paweł 'dycha' Dycha,dycha,38-41,-3,72.5,57.9%,0.97,,,,,,,
"ENCE
                    
                    0","Complexity
                    
                    2",Valdemar 'valde' Bjørn Vangså,valde,38-38,0,68.6,64.9%,0.90,,,,,,,
"ENCE
                    
                    0","Complexity
                    
                    2",Pavle 'Maden' Bošković,Maden,32-43,-11,68.2,66.7%,0.82,,,,,,,
"ENCE
                    
                    0","Complexity
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,28-45,-17,63.6,64.9%,0.76,Michael 'Grim' Wince,Grim,53-36,+17,98.8,73.7%,1.43
"ENCE
                    
                    0","Complexity
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,28-45,-17,63.6,64.9%,0.76,Ricky 'floppy' Kemery,floppy,48-34,+14,85.7,77.2%,1.30
"ENCE
                    
                    0","Complexity
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,28-45,-17,63.6,64.9%,0.76,Håkon 'hallzerk' Fjærli,hallzerk,37-33,+4,66.7,71.9%,1.07
"ENCE
                    
                    0","Complexity
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,28-45,-17,63.6,64.9%,0.76,Justin 'FaNg' Coakley,FaNg,36-38,-2,69.2,73.7%,1.07
"ENCE
                    
                    0","Complexity
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,28-45,-17,63.6,64.9%,0.76,Johnny 'JT' Theodosiou,JT,31-42,-11,64.2,57.9%,0.87
"ENCE
                    
                    0","Astralis
                    
                    2",Paweł 'dycha' Dycha,dycha,45-41,+4,94.8,75.0%,1.23,,,,,,,
"ENCE
                    
                    0","Astralis
                    
                    2",Alvaro 'SunPayus' Garcia,SunPayus,33-31,+2,55.8,73.2%,1.02,,,,,,,
"ENCE
                    
                    0","Astralis
                    
                    2",Valdemar 'valde' Bjørn Vangså,valde,35-37,-2,75.0,66.1%,0.98,,,,,,,
"ENCE
                    
                    0","Astralis
                    
                    2",Pavle 'Maden' Bošković,Maden,34-41,-7,64.1,66.1%,0.90,,,,,,,
"ENCE
                    
                    0","Astralis
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,30-40,-10,59.7,62.5%,0.77,Kristian 'k0nfig' Wienecke,k0nfig,47-39,+8,84.0,67.9%,1.21
"ENCE
                    
                    0","Astralis
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,30-40,-10,59.7,62.5%,0.77,Benjamin 'blameF' Bremer,blameF,40-39,+1,82.7,69.6%,1.11
"ENCE
                    
                    0","Astralis
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,30-40,-10,59.7,62.5%,0.77,Asger 'Farlig' Jensen,Farlig,36-30,+6,59.8,75.0%,1.10
"ENCE
                    
                    0","Astralis
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,30-40,-10,59.7,62.5%,0.77,Lukas 'gla1ve' Rossander,gla1ve,33-33,0,68.8,73.2%,1.05
"ENCE
                    
                    0","Astralis
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,30-40,-10,59.7,62.5%,0.77,Andreas 'Xyp9x' Højsleth,Xyp9x,33-37,-4,73.5,76.8%,0.98
"Complexity
                    
                    1","MOUZ
                    
                    2",Michael 'Grim' Wince,Grim,57-54,+3,80.7,67.9%,1.09,,,,,,,
"Complexity
                    
                    1","MOUZ
                    
                    2",Håkon 'hallzerk' Fjærli,hallzerk,52-49,+3,69.6,66.7%,1.00,,,,,,,
"Complexity
                    
                    1","MOUZ
                    
                    2",Ricky 'floppy' Kemery,floppy,46-54,-8,69.7,60.3%,0.95,,,,,,,
"Complexity
                    
                    1","MOUZ
                    
                    2",Justin 'FaNg' Coakley,FaNg,50-57,-7,72.5,70.5%,0.95,,,,,,,
"Complexity
                    
                    1","MOUZ
                    
                    2",Johnny 'JT' Theodosiou,JT,44-55,-11,63.0,65.4%,0.87,David 'frozen' Čerňanský,frozen,72-45,+27,94.4,74.4%,1.46
"Complexity
                    
                    1","MOUZ
                    
                    2",Johnny 'JT' Theodosiou,JT,44-55,-11,63.0,65.4%,0.87,Jon 'JDC' de Castro,JDC,63-48,+15,81.8,71.8%,1.25
"Complexity
                    
                    1","MOUZ
                    
                    2",Johnny 'JT' Theodosiou,JT,44-55,-11,63.0,65.4%,0.87,Christopher 'dexter' Nong,dexter,50-58,-8,84.4,62.8%,1.03
"Complexity
                    
                    1","MOUZ
                    
                    2",Johnny 'JT' Theodosiou,JT,44-55,-11,63.0,65.4%,0.87,Ádám 'torzsi' Torzsás,torzsi,46-45,+1,58.0,61.5%,0.91
"Complexity
                    
                    1","MOUZ
                    
                    2",Johnny 'JT' Theodosiou,JT,44-55,-11,63.0,65.4%,0.87,Dorian 'xertioN' Berman,xertioN,38-53,-15,61.9,74.4%,0.88
"Heroic
                    
                    2","HEET
                    
                    1",Rasmus 'sjuush' Beck,sjuush,59-43,+16,83.5,81.2%,1.27,,,,,,,
"Heroic
                    
                    2","HEET
                    
                    1",Jakob 'jabbi' Nygaard,jabbi,54-47,+7,72.1,72.5%,1.13,,,,,,,
"Heroic
                    
                    2","HEET
                    
                    1",Casper 'cadiaN' Møller,cadiaN,53-41,+12,78.6,68.8%,1.13,,,,,,,
"Heroic
                    
                    2","HEET
                    
                    1",Martin 'stavn' Lund,stavn,57-46,+11,75.5,73.8%,1.09,,,,,,,
"Heroic
                    
                    2","HEET
                    
                    1",René 'TeSeS' Madsen,TeSeS,57-51,+6,73.6,66.2%,1.07,Aurélien 'afro' Drapier,afro,52-56,-4,65.1,62.5%,0.96
"Heroic
                    
                    2","HEET
                    
                    1",René 'TeSeS' Madsen,TeSeS,57-51,+6,73.6,66.2%,1.07,Pierre 'Ex3rcice' Bulinge,Ex3rcice,48-55,-7,74.3,58.8%,0.92
"Heroic
                    
                    2","HEET
                    
                    1",René 'TeSeS' Madsen,TeSeS,57-51,+6,73.6,66.2%,1.07,Thomas 'Djoko' Pavoni,Djoko,50-61,-11,74.7,60.0%,0.90
"Heroic
                    
                    2","HEET
                    
                    1",René 'TeSeS' Madsen,TeSeS,57-51,+6,73.6,66.2%,1.07,Alexandre 'bodyy' Pianaro,bodyy,40-53,-13,64.0,62.5%,0.83
"Heroic
                    
                    2","HEET
                    
                    1",René 'TeSeS' Madsen,TeSeS,57-51,+6,73.6,66.2%,1.07,Audric 'JACKZ' Jug,JACKZ,38-56,-18,55.1,62.5%,0.76
"ENCE
                    
                    0","MOUZ
                    
                    2",Paweł 'dycha' Dycha,dycha,31-37,-6,74.7,66.7%,0.97,,,,,,,
"ENCE
                    
                    0","MOUZ
                    
                    2",Alvaro 'SunPayus' Garcia,SunPayus,28-29,-1,61.2,72.9%,0.94,,,,,,,
"ENCE
                    
                    0","MOUZ
                    
                    2",Valdemar 'valde' Bjørn Vangså,valde,27-32,-5,62.1,66.7%,0.91,,,,,,,
"ENCE
                    
                    0","MOUZ
                    
                    2",Pavle 'Maden' Bošković,Maden,22-32,-10,51.9,60.4%,0.77,,,,,,,
"ENCE
                    
                    0","MOUZ
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,22-36,-14,61.4,58.3%,0.71,David 'frozen' Čerňanský,frozen,38-19,+19,77.9,87.5%,1.41
"ENCE
                    
                    0","MOUZ
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,22-36,-14,61.4,58.3%,0.71,Jon 'JDC' de Castro,JDC,38-27,+11,87.2,81.2%,1.29
"ENCE
                    
                    0","MOUZ
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,22-36,-14,61.4,58.3%,0.71,Dorian 'xertioN' Berman,xertioN,34-28,+6,73.8,79.2%,1.18
