Team 1,Team 2,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating
"ENCE
                    
                    0","MOUZ
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,22-36,-14,61.4,58.3%,0.71,Ádám 'torzsi' Torzsás,torzsi,29-25,+4,68.0,77.1%,1.12
"ENCE
                    
                    0","MOUZ
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,22-36,-14,61.4,58.3%,0.71,Christopher 'dexter' Nong,dexter,27-31,-4,65.9,75.0%,0.97
"Heroic
                    
                    2","Complexity
                    
                    0",Casper 'cadiaN' Møller,cadiaN,45-25,+20,91.9,84.3%,1.50,,,,,,,
"Heroic
                    
                    2","Complexity
                    
                    0",Rasmus 'sjuush' Beck,sjuush,39-29,+10,78.9,86.3%,1.28,,,,,,,
"Heroic
                    
                    2","Complexity
                    
                    0",Jakob 'jabbi' Nygaard,jabbi,37-24,+13,69.4,76.5%,1.22,,,,,,,
"Heroic
                    
                    2","Complexity
                    
                    0",Martin 'stavn' Lund,stavn,33-32,+1,82.4,82.4%,1.19,,,,,,,
"Heroic
                    
                    2","Complexity
                    
                    0",René 'TeSeS' Madsen,TeSeS,36-30,+6,73.1,76.5%,1.18,Håkon 'hallzerk' Fjærli,hallzerk,32-36,-4,68.8,68.6%,0.97
"Heroic
                    
                    2","Complexity
                    
                    0",René 'TeSeS' Madsen,TeSeS,36-30,+6,73.1,76.5%,1.18,Ricky 'floppy' Kemery,floppy,31-35,-4,68.3,64.7%,0.92
"Heroic
                    
                    2","Complexity
                    
                    0",René 'TeSeS' Madsen,TeSeS,36-30,+6,73.1,76.5%,1.18,Michael 'Grim' Wince,Grim,33-39,-6,69.3,58.8%,0.86
"Heroic
                    
                    2","Complexity
                    
                    0",René 'TeSeS' Madsen,TeSeS,36-30,+6,73.1,76.5%,1.18,Johnny 'JT' Theodosiou,JT,22-38,-16,49.9,64.7%,0.65
"Heroic
                    
                    2","Complexity
                    
                    0",René 'TeSeS' Madsen,TeSeS,36-30,+6,73.1,76.5%,1.18,Justin 'FaNg' Coakley,FaNg,22-42,-20,56.9,56.9%,0.62
"Astralis
                    
                    1","HEET
                    
                    2",Asger 'Farlig' Jensen,Farlig,66-49,+17,75.8,72.6%,1.17,,,,,,,
"Astralis
                    
                    1","HEET
                    
                    2",Benjamin 'blameF' Bremer,blameF,57-47,+10,69.1,72.6%,1.11,,,,,,,
"Astralis
                    
                    1","HEET
                    
                    2",Andreas 'Xyp9x' Højsleth,Xyp9x,49-50,-1,69.9,75.0%,1.04,,,,,,,
"Astralis
                    
                    1","HEET
                    
                    2",Kristian 'k0nfig' Wienecke,k0nfig,56-60,-4,77.2,53.6%,0.91,,,,,,,
"Astralis
                    
                    1","HEET
                    
                    2",Lukas 'gla1ve' Rossander,gla1ve,33-59,-26,52.9,56.0%,0.70,Aurélien 'afro' Drapier,afro,66-53,+13,81.0,72.6%,1.22
"Astralis
                    
                    1","HEET
                    
                    2",Lukas 'gla1ve' Rossander,gla1ve,33-59,-26,52.9,56.0%,0.70,Alexandre 'bodyy' Pianaro,bodyy,62-51,+11,78.9,71.4%,1.18
"Astralis
                    
                    1","HEET
                    
                    2",Lukas 'gla1ve' Rossander,gla1ve,33-59,-26,52.9,56.0%,0.70,Audric 'JACKZ' Jug,JACKZ,47-52,-5,70.8,65.5%,0.99
"Astralis
                    
                    1","HEET
                    
                    2",Lukas 'gla1ve' Rossander,gla1ve,33-59,-26,52.9,56.0%,0.70,Thomas 'Djoko' Pavoni,Djoko,43-53,-10,60.0,69.0%,0.88
"Astralis
                    
                    1","HEET
                    
                    2",Lukas 'gla1ve' Rossander,gla1ve,33-59,-26,52.9,56.0%,0.70,Pierre 'Ex3rcice' Bulinge,Ex3rcice,44-53,-9,50.5,65.5%,0.82
"ENCE
                    
                    0","Heroic
                    
                    2",Paweł 'dycha' Dycha,dycha,40-42,-2,78.5,67.3%,1.05,,,,,,,
"ENCE
                    
                    0","Heroic
                    
                    2",Pavle 'Maden' Bošković,Maden,36-44,-8,78.5,69.1%,0.98,,,,,,,
"ENCE
                    
                    0","Heroic
                    
                    2",Alvaro 'SunPayus' Garcia,SunPayus,34-36,-2,57.6,69.1%,0.95,,,,,,,
"ENCE
                    
                    0","Heroic
                    
                    2",Valdemar 'valde' Bjørn Vangså,valde,27-43,-16,72.0,54.5%,0.80,,,,,,,
"ENCE
                    
                    0","Heroic
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,29-43,-14,61.8,61.8%,0.78,René 'TeSeS' Madsen,TeSeS,50-34,+16,99.9,72.7%,1.44
"ENCE
                    
                    0","Heroic
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,29-43,-14,61.8,61.8%,0.78,Casper 'cadiaN' Møller,cadiaN,45-23,+22,76.8,87.3%,1.35
"ENCE
                    
                    0","Heroic
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,29-43,-14,61.8,61.8%,0.78,Jakob 'jabbi' Nygaard,jabbi,39-34,+5,76.0,69.1%,1.06
"ENCE
                    
                    0","Heroic
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,29-43,-14,61.8,61.8%,0.78,Rasmus 'sjuush' Beck,sjuush,38-38,0,73.2,78.2%,1.06
"ENCE
                    
                    0","Heroic
                    
                    2",Marco 'Snappi' Pfeiffer,Snappi,29-43,-14,61.8,61.8%,0.78,Martin 'stavn' Lund,stavn,36-37,-1,74.3,76.4%,1.00
"Complexity
                    
                    2","HEET
                    
                    0",Justin 'FaNg' Coakley,FaNg,43-33,+10,90.6,78.8%,1.39,,,,,,,
"Complexity
                    
                    2","HEET
                    
                    0",Michael 'Grim' Wince,Grim,41-33,+8,82.4,73.1%,1.29,,,,,,,
"Complexity
                    
                    2","HEET
                    
                    0",Ricky 'floppy' Kemery,floppy,40-29,+11,81.9,78.8%,1.26,,,,,,,
"Complexity
                    
                    2","HEET
                    
                    0",Håkon 'hallzerk' Fjærli,hallzerk,41-34,+7,75.5,73.1%,1.20,,,,,,,
"Complexity
                    
                    2","HEET
                    
                    0",Johnny 'JT' Theodosiou,JT,26-38,-12,59.6,65.4%,0.78,Aurélien 'afro' Drapier,afro,39-35,+4,81.3,75.0%,1.11
"Complexity
                    
                    2","HEET
                    
                    0",Johnny 'JT' Theodosiou,JT,26-38,-12,59.6,65.4%,0.78,Pierre 'Ex3rcice' Bulinge,Ex3rcice,39-36,+3,78.8,73.1%,1.10
"Complexity
                    
                    2","HEET
                    
                    0",Johnny 'JT' Theodosiou,JT,26-38,-12,59.6,65.4%,0.78,Thomas 'Djoko' Pavoni,Djoko,31-41,-10,60.8,65.4%,0.81
"Complexity
                    
                    2","HEET
                    
                    0",Johnny 'JT' Theodosiou,JT,26-38,-12,59.6,65.4%,0.78,Audric 'JACKZ' Jug,JACKZ,28-40,-12,67.7,61.5%,0.81
"Complexity
                    
                    2","HEET
                    
                    0",Johnny 'JT' Theodosiou,JT,26-38,-12,59.6,65.4%,0.78,Alexandre 'bodyy' Pianaro,bodyy,29-39,-10,65.2,59.6%,0.80
"Astralis
                    
                    2","MOUZ
                    
                    0",Asger 'Farlig' Jensen,Farlig,51-24,+27,82.1,81.1%,1.46,,,,,,,
"Astralis
                    
                    2","MOUZ
                    
                    0",Kristian 'k0nfig' Wienecke,k0nfig,49-34,+15,95.8,81.1%,1.37,,,,,,,
"Astralis
                    
                    2","MOUZ
                    
                    0",Lukas 'gla1ve' Rossander,gla1ve,39-32,+7,81.3,73.6%,1.24,,,,,,,
"Astralis
                    
                    2","MOUZ
                    
                    0",Andreas 'Xyp9x' Højsleth,Xyp9x,29-29,0,69.1,71.7%,1.08,,,,,,,
"Astralis
                    
                    2","MOUZ
                    
                    0",Benjamin 'blameF' Bremer,blameF,36-33,+3,78.6,69.8%,1.05,David 'frozen' Čerňanský,frozen,34-35,-1,86.7,73.6%,1.10
"Astralis
                    
                    2","MOUZ
                    
                    0",Benjamin 'blameF' Bremer,blameF,36-33,+3,78.6,69.8%,1.05,Jon 'JDC' de Castro,JDC,42-38,+4,80.3,66.0%,1.05
"Astralis
                    
                    2","MOUZ
                    
                    0",Benjamin 'blameF' Bremer,blameF,36-33,+3,78.6,69.8%,1.05,Ádám 'torzsi' Torzsás,torzsi,28-42,-14,55.5,49.1%,0.75
"Astralis
                    
                    2","MOUZ
                    
                    0",Benjamin 'blameF' Bremer,blameF,36-33,+3,78.6,69.8%,1.05,Dorian 'xertioN' Berman,xertioN,27-47,-20,62.8,60.4%,0.71
"Astralis
                    
                    2","MOUZ
                    
                    0",Benjamin 'blameF' Bremer,blameF,36-33,+3,78.6,69.8%,1.05,Christopher 'dexter' Nong,dexter,20-44,-24,43.9,58.5%,0.51
"ENCE
                    
                    2","HEET
                    
                    0",Valdemar 'valde' Bjørn Vangså,valde,44-29,+15,94.9,87.8%,1.47,,,,,,,
"ENCE
                    
                    2","HEET
                    
                    0",Paweł 'dycha' Dycha,dycha,36-23,+13,82.7,85.7%,1.32,,,,,,,
"ENCE
                    
                    2","HEET
                    
                    0",Alvaro 'SunPayus' Garcia,SunPayus,39-24,+15,72.3,81.6%,1.29,,,,,,,
"ENCE
                    
                    2","HEET
                    
                    0",Marco 'Snappi' Pfeiffer,Snappi,38-31,+7,83.6,77.6%,1.21,,,,,,,
"ENCE
                    
                    2","HEET
                    
                    0",Pavle 'Maden' Bošković,Maden,35-30,+5,74.9,75.5%,1.20,Alexandre 'bodyy' Pianaro,bodyy,31-39,-8,76.5,63.3%,0.93
"ENCE
                    
                    2","HEET
                    
                    0",Pavle 'Maden' Bošković,Maden,35-30,+5,74.9,75.5%,1.20,Aurélien 'afro' Drapier,afro,29-36,-7,64.0,65.3%,0.87
"ENCE
                    
                    2","HEET
                    
                    0",Pavle 'Maden' Bošković,Maden,35-30,+5,74.9,75.5%,1.20,Audric 'JACKZ' Jug,JACKZ,28-38,-10,66.0,67.3%,0.86
"ENCE
                    
                    2","HEET
                    
                    0",Pavle 'Maden' Bošković,Maden,35-30,+5,74.9,75.5%,1.20,Thomas 'Djoko' Pavoni,Djoko,28-43,-15,68.2,61.2%,0.78
"ENCE
                    
                    2","HEET
                    
                    0",Pavle 'Maden' Bošković,Maden,35-30,+5,74.9,75.5%,1.20,Pierre 'Ex3rcice' Bulinge,Ex3rcice,21-36,-15,48.9,57.1%,0.63
"Complexity
                    
                    2","Astralis
                    
                    1",Michael 'Grim' Wince,Grim,75-67,+8,80.6,74.0%,1.13,,,,,,,
"Complexity
                    
                    2","Astralis
                    
                    1",Håkon 'hallzerk' Fjærli,hallzerk,63-65,-2,69.5,71.0%,1.03,,,,,,,
"Complexity
                    
                    2","Astralis
                    
                    1",Justin 'FaNg' Coakley,FaNg,71-72,-1,72.8,70.0%,1.03,,,,,,,
"Complexity
                    
                    2","Astralis
                    
                    1",Ricky 'floppy' Kemery,floppy,51-64,-13,60.3,64.0%,0.88,,,,,,,
"Complexity
                    
                    2","Astralis
                    
                    1",Johnny 'JT' Theodosiou,JT,57-80,-23,64.5,62.0%,0.81,Benjamin 'blameF' Bremer,blameF,80-58,+22,92.1,78.0%,1.35
"Complexity
                    
                    2","Astralis
                    
                    1",Johnny 'JT' Theodosiou,JT,57-80,-23,64.5,62.0%,0.81,Lukas 'gla1ve' Rossander,gla1ve,65-63,+2,71.7,79.0%,1.12
"Complexity
                    
                    2","Astralis
                    
                    1",Johnny 'JT' Theodosiou,JT,57-80,-23,64.5,62.0%,0.81,Asger 'Farlig' Jensen,Farlig,66-59,+7,68.8,78.0%,1.11
"Complexity
                    
                    2","Astralis
                    
                    1",Johnny 'JT' Theodosiou,JT,57-80,-23,64.5,62.0%,0.81,Kristian 'k0nfig' Wienecke,k0nfig,74-70,+4,79.9,69.0%,1.06
"Complexity
                    
                    2","Astralis
                    
                    1",Johnny 'JT' Theodosiou,JT,57-80,-23,64.5,62.0%,0.81,Andreas 'Xyp9x' Højsleth,Xyp9x,63-68,-5,64.2,71.0%,1.01
"MOUZ
                    
                    2","Heroic
                    
                    0",Dorian 'xertioN' Berman,xertioN,48-36,+12,86.0,70.9%,1.25,,,,,,,
"MOUZ
                    
                    2","Heroic
                    
                    0",David 'frozen' Čerňanský,frozen,43-34,+9,79.1,69.1%,1.16,,,,,,,
"MOUZ
                    
                    2","Heroic
                    
                    0",Ádám 'torzsi' Torzsás,torzsi,37-30,+7,74.7,72.7%,1.14,,,,,,,
"MOUZ
                    
                    2","Heroic
                    
                    0",Jon 'JDC' de Castro,JDC,40-33,+7,77.2,69.1%,1.12,,,,,,,
"MOUZ
                    
                    2","Heroic
                    
                    0",Christopher 'dexter' Nong,dexter,34-42,-8,79.0,70.9%,0.97,Martin 'stavn' Lund,stavn,41-41,0,83.8,70.9%,1.08
"MOUZ
                    
                    2","Heroic
                    
                    0",Christopher 'dexter' Nong,dexter,34-42,-8,79.0,70.9%,0.97,Casper 'cadiaN' Møller,cadiaN,36-38,-2,76.1,69.1%,1.01
"MOUZ
                    
                    2","Heroic
                    
                    0",Christopher 'dexter' Nong,dexter,34-42,-8,79.0,70.9%,0.97,René 'TeSeS' Madsen,TeSeS,31-39,-8,73.2,70.9%,0.95
"MOUZ
                    
                    2","Heroic
                    
                    0",Christopher 'dexter' Nong,dexter,34-42,-8,79.0,70.9%,0.97,Jakob 'jabbi' Nygaard,jabbi,35-43,-8,67.0,63.6%,0.89
"MOUZ
                    
                    2","Heroic
                    
                    0",Christopher 'dexter' Nong,dexter,34-42,-8,79.0,70.9%,0.97,Rasmus 'sjuush' Beck,sjuush,30-41,-11,56.5,67.3%,0.77
"MIBR
                    
                    2","FTW
                    
                    0",Breno 'brnz4n' Poletto,brnz4n,52-41,+11,86.6,76.6%,1.30,,,,,,,
"MIBR
                    
                    2","FTW
                    
                    0",Henrique 'HEN1' Teles,HEN1,46-29,+17,77.3,73.4%,1.27,,,,,,,
"MIBR
                    
                    2","FTW
                    
                    0",Jhonatan 'JOTA' Willian,JOTA,52-39,+13,78.1,76.6%,1.20,,,,,,,
"MIBR
                    
                    2","FTW
                    
                    0",Raphael 'exit' Lacerda,exit,35-29,+6,68.9,71.9%,1.08,,,,,,,
"MIBR
                    
                    2","FTW
                    
                    0",Matheus 'Tuurtle' Anhaia,Tuurtle,39-44,-5,69.9,71.9%,1.00,Renato 'stadodo' Gonçalves,stadodo,46-33,+13,63.2,73.4%,1.10
"MIBR
                    
                    2","FTW
                    
                    0",Matheus 'Tuurtle' Anhaia,Tuurtle,39-44,-5,69.9,71.9%,1.00,Rafael 'arrozdoce' Wing,arrozdoce,39-48,-9,77.7,57.8%,0.93
"MIBR
                    
                    2","FTW
                    
                    0",Matheus 'Tuurtle' Anhaia,Tuurtle,39-44,-5,69.9,71.9%,1.00,André 'Ag1l' Gil,Ag1l,33-47,-14,64.4,64.1%,0.80
"MIBR
                    
                    2","FTW
                    
                    0",Matheus 'Tuurtle' Anhaia,Tuurtle,39-44,-5,69.9,71.9%,1.00,Francisco 'kst' Fragoso,kst,32-46,-14,56.1,68.8%,0.80
"MIBR
                    
                    2","FTW
                    
                    0",Matheus 'Tuurtle' Anhaia,Tuurtle,39-44,-5,69.9,71.9%,1.00,Diogo 'DDias' Dias,DDias,32-51,-19,58.6,62.5%,0.79
"FaZe
                    
                    2","BIG
                    
                    0",Robin 'ropz' Kool,ropz,52-33,+19,88.1,72.2%,1.37,,,,,,,
